,기업명,대학,전공,채용시기,채용유형,직무명,학점,어학,자격증,수상,인턴,동아리,질문1,답변1,질문2,답변2
162,한국가스공사,서울4년,전기공학과,2021년 상반기,신입,엔지니어링,3.27,{'토익': 850},4.0,0.0,0.0,0.0,"Q1.(지원동기) 자신의 지원분야에 전문성을 높이기 위한 노력(구체적 과정, 경험 등 포함)과 이를 잘 수행할 수 있다고 생각하는 이유를 담아 지원동기를 작성해 주십시오. 또한 과거의 교육과정이나 경력들이 지원분야 업무와 어떤 관련성이 있는지와 그러한 전공지식?기술 및 경험들이 실제 업무수행에 어떤 방식으로 도움을 줄 수 있는지 구체적으로 기술해 주십시오. (1500자 이내)보기","{'기업성': ['천연가스의 도입, 생산부터 공급까지의 과정에서 큰 역할을 하는 국내 대표적인 에너지 공기업', ""세계적인 '탄소 중립' 도전에 직면하여 2019년 '수소 사업 추진 로드맵' 발표"", '에너지 패러다임 변화를 선도하는 기업'], '태도': ['전기 분야에 대한 직무 역량 강화를 위한 노력', '문제 발생 시 철저한 원인 분석과 신속한 문제 해결 능력', '안정된 설비운영과 유지보수에 기여하고자 하는 의지'], '핵심경험': ['전기공학과 입학 후 설비공학, 전력공학, 제어공학, 회로이론 등의 전공과목 수강', '단입력 다출력 DC/DC 벅 부스터 컨버터 제작 경험', ""회로설계 프로그램 'Multisim'을 이용한 설계 및 문제 해결 과정"", '전력수급, 무효전력과 계통 전압, 전기사업법 등 전력 계통운영 공부', '전기기사 자격증 취득 및 전기공사기사 자격증 준비']}",Q2.(의사소통능력) 조직 또는 팀의 공동 목표를 달성하는 과정에서 자신과 의견이 다른 사람과 갈등이 발생했던 사례를 작성하고 갈등을 해결하기 위해 상대방을 설득했던 구체적인 행동을 기술해 주십시오. (500자 이내)보기,"{'기업성': ['의사소통의 중요성', '갈등 해결 방법', '팀워크와 협업의 가치'], '태도': ['상호 간 의견 조율의 필요성 인식', '잘못된 방식에 대한 사과', '꾸준한 의사소통 노력'], '핵심경험': ['응원단 동아리 연습부장직', '대학 축제 공연 준비', '단원들과의 개인 면담', '공강 시간 활용한 연습 조율', '축제 성공적 마무리']}"
163,한국가스공사,서울4년,화학공학부,2021년 상반기,신입,엔지니어링,3.87,"{'토익': 860, '오픽': 'IH'}",2.0,2.0,0.0,1.0,"Q1.(지원동기) 자신의 지원분야에 전문성을 높이기 위한 노력(구체적 과정, 경험 등 포함)과 이를 잘 수행할 수 있다고 생각하는 이유를 담아 지원동기를 작성해 주십시오. 또한 과거의 교육과정이나 경력들이 지원분야 업무와 어떤 관련성이 있는지와 그러한 전공지식?기술 및 경험들이 실제 업무수행에 어떤 방식으로 도움을 줄 수 있는지 구체적으로 기술해 주십시오. (1500자 이내)보기","{'기업성': ['화공기술직의 전문성 요구', '화학공정을 안정적으로 운전, 관리하는 능력 필요', '화학물질 안전관리 및 비상조치계획 중요'], '태도': ['공정 데이터 분석 및 팀원과의 협업 경험', '안정적인 공정 운영을 위한 지속적인 개선 의지', '안전 관리에 대한 책임감'], '핵심경험': ['화학공정설계프로젝트에서 생산량 20% 향상 경험', '화학공학 전공 과목 수강을 통한 이론적 지식 습득', '화공기사, 화학분석기사 자격증 취득을 통한 전문성 강화']}",Q2.(의사소통능력) 조직 또는 팀의 공동 목표를 달성하는 과정에서 자신과 의견이 다른 사람과 갈등이 발생했던 사례를 작성하고 갈등을 해결하기 위해 상대방을 설득했던 구체적인 행동을 기술해 주십시오. (500자 이내)보기,"{'기업성': ['객관적 자료 활용', '정확한 기준 설정', '경제적 공정운영 우선', '프로필렌 생산 목표'], '태도': ['갈등 해결 의지', '상대방 설득 능력', '협업 중시', '객관적 접근'], '핵심경험': ['화학공정 설계프로젝트 참여', '생산량 및 수율 향상 작업', '메탄올 재증류 제안', '증류탑 추가 비용 논의', '케이스스터디 자료 활용']}"
164,한국가스공사,대학원,반도체&디스플레이과학경영학과,2020년 상반기,신입,엔지니어링,3.95,{'토익': 760},2.0,0.0,1.0,0.0,"Q1.(지원동기) 자신의 지원분야에서 전문성을 높이기 위한 노력(구제적 과정, 경험 등 포함)과 이를 잘 수행할 수 있다고 생각하는 이유를 담아 지원동기를 작성해 주십시오. 또한 과거의 교육과정이나 경력들이 지원분야 업무와 어떤 관련성이 있는지와 그러한 전공지식ㆍ기술 및 경험들이 실제 업무수행에 어떤 방식으로 도움을 줄 수 있는지 구체적으로 기술해 주십시오.(1500자 이내)보기","{'기업성': ['설비운영 및 건설 분야의 전문성 강조', '안전관리 법규 준수의 중요성 인식', '효율적인 시스템 설계 및 운영에 대한 이해'], '태도': ['전문가로 성장하기 위한 지속적인 학습 의지', '안전한 작업 환경 조성을 위한 노력', '협업을 통한 실무 경험 축적'], '핵심경험': ['공조냉동기계기사 자격증 취득 및 관련 이론 학습', '산업안전기사 자격증 취득 및 HAZOP 분석 경험', '268시간 기계설비 관련 교육 이수 및 실습', '350시간 플랜트 전문인력양성과정 이수 및 실습', '초임계 CO2 발전 프로젝트 수행 및 시스템 설계 보조']}",Q2.(의사소통능력) 조직 또는 팀의 공동 목표를 달성하는 과정에서 자신과 의견이 다른 사람과 갈등이 발생했던 사례를 작성하고 갈등을 해결하기 위해 상대방을 설득했던 구체적인 행동을 기술해 주십시오. (500자 이내)보기,"{'기업성': ['창의적 문제 해결 능력', '팀워크 중시', '혁신적인 아이디어 도출'], '태도': ['리더십 발휘', '협업을 통한 성과 도출', '팀원 의견 존중'], '핵심경험': ['창의적공학설계 수강', '팀 리더로서 과제 수행', '아이디어 범주화 및 브레인스토밍 진행', 'A+ 학점 취득', '특허등록', '휴지걸이 시스템 고안']}"
165,한국가스공사,대학원,전자계산학과,2020년 상반기,신입,개발,3.31,{},2.0,0.0,0.0,1.0,"Q1.(지원동기) 자신의 지원분야에서 전문성을 높이기 위한 노력(구제적 과정, 경험 등 포함)과 이를 잘 수행할 수 있다고 생각하는 이유를 담아 지원동기를 작성해 주십시오. 또한 과거의 교육과정이나 경력들이 지원분야 업무와 어떤 관련성이 있는지와 그러한 전공지식ㆍ기술 및 경험들이 실제 업무수행에 어떤 방식으로 도움을 줄 수 있는지 구체적으로 기술해 주십시오.(1500자 이내)보기","{'기업성': ['LG 디스플레이의 LCD 제조 자동화 업무', '제조 장비 엔지니어와 장비서버 개발 엔지니어와 공정 엔지니어의 의견조율'], '태도': ['업무미팅의 중요성 인식', '의견충돌 시 양보와 배려 필요'], '핵심경험': ['업무미팅 기록 관리', '프로젝트 설계단계에서의 의견 조율', '장비 엔지니어와 공정 엔지니어의 요구사항 조율', '개발 일정 관리 및 업무 요구사항 반영']}",Q2.(의사소통능력) 조직 또는 팀의 공동 목표를 달성하는 과정에서 자신과 의견이 다른 사람과 갈등이 발생했던 사례를 작성하고 갈등을 해결하기 위해 상대방을 설득했던 구체적인 행동을 기술해 주십시오. (500자 이내)보기,"{'기업성': ['LG 디스플레이의 LCD 제조 자동화 업무', '제조 장비 엔지니어와 장비서버 개발 엔지니어와 공정 엔지니어의 의견조율', '업무미팅의 중요성', '프로젝트 설계단계에서의 조율 필요성'], '태도': ['업무미팅에서의 기록 중요성 인식', '의견충돌 시 양보와 배려 필요성', '개발일정 차질 방지를 위한 노력', '서로의 요구사항을 반영하는 협업 태도'], '핵심경험': ['업무미팅을 통한 의견조율 경험', '장비 엔지니어와 공정 엔지니어의 요구사항 조율', '장비 셋업 일정 조정 및 최종 테스팅 경험', '업무 요구사항 반영을 위한 지속적인 조율']}"
166,한국가스공사,수도권4년,경영학과 마케팅경영전공,2020년 상반기,신입,기획/경영,3.57,"{'토익': 910, '토스': 'Level6'}",3.0,1.0,1.0,1.0,"Q1.(지원동기) 자신의 지원분야에서 전문성을 높이기 위한 노력(구제적 과정, 경험 등 포함)과 이를 잘 수행할 수 있다고 생각하는 이유를 담아 지원동기를 작성해 주십시오. 또한 과거의 교육과정이나 경력들이 지원분야 업무와 어떤 관련성이 있는지와 그러한 전공지식ㆍ기술 및 경험들이 실제 업무수행에 어떤 방식으로 도움을 줄 수 있는지 구체적으로 기술해 주십시오.(1500자 이내)보기","{'기업성': ['변화하는 환경 정책에 정확히 대응하는 능력 필요', '공공의 가치 증진을 위한 사업 및 정책 수행', '효율적인 가스 공급 정책 수립'], '태도': ['나눔의 진정한 가치 인식', '공공성 강화 의지', '체계적인 대응 전략 수립 의지'], '핵심경험': ['저소득층 중학생 대상 교육봉사 경험', '국내외 사업환경 분석 프로젝트 수행', '통계 처리 관련 수업 수강 및 ADsP 자격증 취득', '카페 이용고객 대상 설문지 제작 및 통계 분석 경험', '여행 상품 사이트 제휴 서포터즈 활동 및 웹크롤링 분석 경험']}",Q2.(의사소통능력) 조직 또는 팀의 공동 목표를 달성하는 과정에서 자신과 의견이 다른 사람과 갈등이 발생했던 사례를 작성하고 갈등을 해결하기 위해 상대방을 설득했던 구체적인 행동을 기술해 주십시오. (500자 이내)보기,"{'기업성': ['예산 관리 중요성', '효율적인 자원 활용', '경쟁사 분석 필요성'], '태도': ['예산 낭비 최소화 의지', '체계적인 관리 태도', '조직 기여 의지'], '핵심경험': ['OO 기업 인턴 경험', '추가 지원금 확보를 위한 제안서 작성', '동종 업계 및 경쟁사 분석 자료 활용', '영상 제작에 따른 기대이익 제시', '소품 목록 및 지원 요청 금액 상세 정리']}"
167,한국가스공사,지방4년,행정학과,2020년 상반기,신입,기획/경영,4.0,"{'토익': 800, '토스': 'Level5'}",2.0,0.0,0.0,0.0,"Q1.(지원동기) 자신의 지원분야에서 전문성을 높이기 위한 노력(구제적 과정, 경험 등 포함)과 이를 잘 수행할 수 있다고 생각하는 이유를 담아 지원동기를 작성해 주십시오. 또한 과거의 교육과정이나 경력들이 지원분야 업무와 어떤 관련성이 있는지와 그러한 전공지식ㆍ기술 및 경험들이 실제 업무수행에 어떤 방식으로 도움을 줄 수 있는지 구체적으로 기술해 주십시오.(1500자 이내)보기","{'기업성': ['예산관리 경험', '효율적인 예산운용', '공공기관의 공익성 이해'], '태도': ['신뢰 구축', '고객지향적 태도', '협업과 의사소통 중요성 인식', '위기대처능력'], '핵심경험': ['예산 산정 및 배분 연구', '광고수익률 증가 성과', '방송프로그램 제작 관계자와의 협업', '대학생 인턴으로 다양한 업무 실습']}",Q2.(의사소통능력) 조직 또는 팀의 공동 목표를 달성하는 과정에서 자신과 의견이 ???다른 사람과 갈등이 발생했던 사례를 작성하고 갈등을 해결하기 위해 ???상대방을 설득했던 구체적인 행동을 기술해 주십시오. (500자 이내)보기,"{'기업성': ['방송프로그램 제작 과정에서의 협업 중요성', '다양한 인원과의 소통 및 협력 필요성'], '태도': ['이해와 배려를 통한 소통', '상대의 상황과 문화·조직적 환경 고려', '긍정적 관계 지속을 위한 노력'], '핵심경험': ['연출팀에서의 총지휘감독 경험', '갈등 및 문제 상황 해결을 위한 커뮤니케이션', '업무 원활 진행으로 인한 스트레스 감소']}"
168,한국산업은행,고졸,자격증 2개,2020년 상반기,신입,기획/경영,0.0,{},0.0,1.0,0.0,1.0,Q1.지원동기 및 입행 후 계획보기,"{'기업성': ['KDB산업은행의 해외지사 체험', '정책금융 업무 수행', '‘넥스트 라운드’ 사업', '4,800억 원 규모의 ‘그린론 계약’', '글로벌 금융 역할 수행', '국책은행으로서의 비전'], '태도': ['모든 일에 도전하는 자세', '공동의 성장 도모', 'KDB산업은행과의 교점 발견', '체계적인 업무수행을 통한 고객 니즈 충족', '대한민국을 미래로 연결하는 금융 플랫폼 기여 의지'], '핵심경험': ['고등학교 1학년 싱가포르 문화탐방', 'KDB산업은행 관련 자격증 취득', '컴퓨터 활용능력 1급 취득', '전산회계 1급, ERP 인사 2급 자격증 취득', '스프레드시트와 데이터베이스 활용 능력']}","Q2.금융분야 역량개발 노력 입력. - 경험, 교육, 자격사항 등을 바탕으로 본인의 금융분야 역량개발노력에 대해 상세히 기술할 것보기","{'기업성': ['OA 능력 인정', '전국상업경진대회 입상 경험', '전산회계 자격증 취득'], '태도': ['문제 해결을 위한 포기하지 않는 자세', '집단지식 활용', '지속적인 자기계발 의지'], '핵심경험': ['OA 선수반 활동', '기출문제 풀이 및 그룹 스터디', '컴퓨터 활용능력 1급 자격증 취득', '전산회계 1급 자격증 취득', '스터디 그룹 운영']}"
169,국민은행,서울4년,경영학부,2021년 하반기,신입,마케팅/시장조사,3.5,{'토스': 'Level6'},14.0,11.0,0.0,0.0,"Q1.지원하신 분야에서 가장 중요하다고 생각하는 역량이란 무엇인지 정의하고, 해당 역량이 직무수행에 있어 어떤 도움이 될 수 있을지 이유를 작성해 주십시오. 나아가 해당 역량을 보유하기 위해 본인이 노력한 경험을 구체적으로 기술해 주십시오.보기","{'기업성': ['마케팅 직무에서 데이터 역량 요구', '고객 분석 모델 개발 및 비즈니스 인사이트 도출', '디지털 채널 데이터 통합 및 운영지표 관리'], '태도': ['데이터 기반의 서비스 운영 및 개선 의지', '협업을 통한 영업팀 지원 및 알고리즘 개발', '고객 데이터 개인화 마케팅 기반 구축 의지'], '핵심경험': ['경영전략팀 근무를 통한 플랫폼 사업 모델 구축 로드맵 설계', '빅데이터·AI 경진대회 3위 수상 경험', '스마트팩토리 제품 불량률 개선 모델 개발', 'AI 기본과정 교육 160시간 수강 및 Python 활용 경험']}","Q2.지원분야와 관련된 경력 및 학습(프로젝트, 공모전, 논문, 이수과목 등) 등을 진행한 경험을 서술하십시오. 나아가 이러한 경험이 직무수행에 있어 어떤 도움이 될 수 있을 지에 대해 구체적으로 기술해 주십시오.보기","{'기업성': ['고객 경험 혁신 기반의 서비스 제공', '디지털 중심의 마케팅 전략 수립', '트렌드 분석을 통한 고객 가치 제안'], '태도': ['협업을 통한 시너지 창출 의지', '데이터 기반 의사결정 및 실행', '지속적인 성과 분석 및 개선 의지'], '핵심경험': ['OO자동차 기업전략본부 신사업기획팀 인턴 근무', '디자인 비주얼 컨텐츠 제작 프리랜서 근무', 'OOOO협력단 교육 서비스 기획 활동', '금융상품 홍보대사 활동']}"
170,국민은행,대학원,한문학과,2020년 하반기,신입,영업/제휴,3.0,"{'토익': 825, '오픽': 'IM2'}",6.0,0.0,0.0,0.0,Q1.KB국민은행 UB부문으로 지원하게 된 계기와 귀하를 채용해야 하는 이유에 대하여 기술하십시오.보기,"{'기업성': ['고객의 니즈 반영한 서비스 제공', '모바일 번호표, 리브환전 등의 고객 중심 서비스', 'UB의 핵심역량과 고객 중심 가치 연관'], '태도': ['고객과의 대화 통해 문제 해결 의지', '전문성과 응대 역량 향상 노력', '금전적 문제에 대한 섬세함 필요성 인식', '고객이 믿고 맡길 수 있는 인재로 성장 의지'], '핵심경험': ['원두 상품 회전율 문제 발견', '고객 의견 수집 및 분석', '커피 세미나 개최 및 원두 선호도 조사', '전문성 겸비한 상품 안내로 재고 회전율 향상', '단골손님 확보를 위한 고객 관리']}",Q2.본인이 책임감을 가지고 일이나 프로젝트(또는 과제 등)를 추진했던 경험을 말씀해주세요. 해당 경험에서 본인의 역할과 진행과정에서의 어려움 등을 약술하십시오.보기,"{'기업성': ['팀워크 중시', '갈등 해결 능력 중요', '차별화된 준비와 노력 강조'], '태도': ['솔선수범의 자세', '적극적인 노력', '팀원과의 조율을 통한 협력'], '핵심경험': ['OOO 작가 조사 팀 프로젝트', '도서관에서 관련 서적 조사', '팀원에게 참고 자료 분담 제안', '프로젝트 발표에서 우수한 성적 획득']}"
171,국민은행,지방4년,경제학부 경제학전공,2020년 하반기,신입,영업/제휴,4.17,{'토익': 860},2.0,0.0,1.0,0.0,Q1.KB국민은행 UB부문으로 지원하게 된 계기와 귀하를 채용해야 하는 이유에 대하여 기술하십시오. (1200 Bytes 이내)보기,"{'기업성': ['맞춤형 금융서비스 제공', '고객에게 행복을 주는 금융서비스', '주택금융서비스 및 크리에이터 전용 자산관리 서비스', '국민은행의 발전과 노력'], '태도': ['고객의 마음을 읽는 상담력', '내담자의 관심사에 대한 고민', '상담을 통한 소통과 신뢰 구축', '맞춤형 금융 전문가로 성장하고자 하는 의지'], '핵심경험': ['은행 실습 중 신혼집 마련 고객 상담', '고객 맞춤형 주택금융상품 추천', '교내 또래 상담자 활동', '내담자와의 상담을 통한 정보 수집 및 소통']}",Q2.본인이 책임감을 가지고 일이나 프로젝트(또는 과제 등)를 추진했던 경험을 말씀해주세요. 해당 경험에서 본인의 역할과 진행과정에서의 어려움 등을 약술하십시오. (1200 Bytes 이내)보기,"{'기업성': ['책임감', '성과 중심', '팀워크 중시'], '태도': ['책임 다하기', '완성도 추구', '적극적인 문제 해결'], '핵심경험': ['OOO경제봉사단에서 OOO엑스포 행사 준비', '부스 활동 소품과 의상 선정 및 주문', '배송 문제 해결을 위한 직접 방문', '행사 기간 동안 부스 운영 및 손님 유치', '단체 우수상 수상 및 MVP 선정']}"
172,국민연금공단,지방4년,경제금융학부,2021년 상반기,신입,기획/경영,3.8,{'토익': 800},6.0,1.0,2.0,1.0,"Q1.공공기관의 직원에게 가장 강조되어야 하는 직업윤리는 무엇이라 생각하는 지와 현실과 타협하거나 편법을 사용하지 않고 원칙대로 일을 처리해서 좋은 결과를 이끌어냈던 구체적인 사례를 본인의 신념이나 가치관을 중심으로 기술하여 주시기 바랍니다. (1,200자)보기","{'기업성': ['공공의 이익을 최우선 가치로 하는 공공기관', '사회 구성원의 신뢰가 가장 중요함', '정직하고 공정한 일 처리를 통한 신뢰 구축', '국민연금공단의 장기적이고 단단한 신뢰 강조', '100세 시대, 국민의 든든한 평생 파트너 비전'], '태도': ['신뢰를 지키기 위한 정직한 업무 수행 자세', '장기적인 성과 달성을 위한 고객과의 신뢰 중요성 인식', '원칙과 취지에 맞는 지원금 사용의 중요성 강조', '정직한 비용 사용을 결의하는 협업 태도'], '핵심경험': ['교내 금융동아리 부회장 활동', '지원금을 금융 자격증 대비반 운영에 사용 결정', '정직한 비용 사용을 위한 의견 피력', '우수 활동 동아리로 선정된 성과']}","Q2.최근 사회 및 조직에서 한정된 자원을 두고 세대간ㆍ집단간 경쟁하거나 갈등을 겪는 사례가 많습니다. 이러한 사례를 한가지 들고 어떠한 방법으로 갈등을 최소화하고 또한 해결 할 수 있을지 본인의 생각을 구체적으로 서술해 주시기 바랍니다. (1,200자)보기","{'기업성': ['대기업의 성과급제도 논란', '공정한 성과 측정과 보상 요구', '조직 내 세대 간 갈등', '사회적 체계와 기성세대의 이해 부족'], '태도': ['세대 간 소통 필요성 인식', '다름을 인정하고 합의 도출 노력', '모두가 만족할 수 있는 보상체계 필요', '기성세대에 대한 지지와 합의 이끌기'], '핵심경험': ['사내 교육 활동 참여', 'OJT를 통한 조직 이해 증진', '맞춤형 복지제도 활용']}"
173,국민연금공단,고졸,자격증 7개,2020년 하반기,신입,기획/경영,0.0,{},0.0,0.0,0.0,0.0,"Q1.공단의 인재상(창의인, 전문인, 소통인) 중 한가지를 골라 이와 연관된 경험, 활동, 노력 등을 포함하여 지원자가 공단의 인재상에 부합된다는 근거를 구체적으로 기술하여 주시기 바랍니다.보기","{'기업성': ['계속 성장하고 성과를 창출하는 전문인', '국민연금공단의 전문인', '국민이 신뢰할 수 있는 평생 파트너'], '태도': ['적극적인 문제 해결 의지', '주도적인 개선 의지', '책임을 다하고 진가를 발휘하려는 태도'], '핵심경험': ['소액현금 제도 지식을 활용한 동아리 축제 운영 개선', '총무팀 회의를 통한 계산 체계 변경 아이디어 제시', '축제 운영 시간 단축 및 수익률 TOP3 달성']}","Q2.타인의 신뢰를 얻어 일의 성과를 이룬 경험에 대해 신뢰를 얻은 과정 및 성과를 이루기까지 어려웠던 점과 해결방안, 성과를 중심으로 구체적으로 기술하여 주시기 바랍니다.보기","{'기업성': ['국민연금공단의 신뢰를 받는 직원', '국민과 동료의 신뢰를 중시하는 조직'], '태도': ['타협과 신뢰를 중시하는 가치관', '열정으로 마음을 움직이는 태도', '조정자 역할을 통한 협업 태도', '구체적인 플랜B 제시로 문제 해결 의지'], '핵심경험': ['2019 OOOOOO대회 출전', '그래픽 디자인 부문 도전', '기말고사와 대회 준비 병행', '선수의 포기로 인한 대회 참가 위기 극복', '연습 시간 조정 및 동료의 도움 요청', '우수상 수상 경험']}"
174,S-Oil,수도권4년,신소재 공학,2022년 하반기,신입,엔지니어링,3.65,{'오픽': 'IH'},0.0,1.0,0.0,1.0,"Q1.S-OIL에 지원한 이유와, 자신의 특성/장점이 회사 및 회사 생활을 하는데 있어 어떻게 기여할 수 있는지 작성해 주세요. (최대 500자 입력가능)보기","{'기업성': ['지속 가능성을 위해 노력하는 기업', ""국내 최대 규모의 RUC/ODC에 이은 '샤힌' 프로젝트 추진"", '석유화학 시장을 선도하는 기업', '드론과 스마트 헬멧 도입으로 현장 작업자 안전과 효율성 고려'], '태도': ['DT 혁신을 통한 효율적 운영 및 작업 현장 안전 확보에 비용을 아끼지 않는 태도', '에쓰오일의 S-IMOMS 활용에 필요한 디지털 역량 보유'], '핵심경험': ['AI-빅데이터 아카데미를 통한 데이터 분석 역량 보유', '시계열 분석을 통한 계절적 요인 파악 및 설비 수명 예측 기여', '솔리드웍스 3D 모델링 및 해석 교육을 통한 시뮬레이션 역량 확보', '새로운 설비 도입이나 설계 변경 시 부품 모델링 및 지속적인 설비 데이터 갱신 및 개선 기여']}",Q2.가장 열정/도전적으로 임했던 일이 무엇이었으며 그 과정에서 어떠한 노력을 하였고 무엇을 배웠는지 작성해 주세요. (최대 700자 입력가능)보기,"{'기업성': ['K사와의 산학 인턴 경험', '스마트 팩토리 데이터 활용', '품질팀과의 협업'], '태도': ['포기하지 않는 의지', '부딪혀보자는 심정', '신속한 문제 파악 의지'], '핵심경험': ['프로그래밍 학습', '기포 결함 최소화 구간 도출', '상관 분석 및 시각화', 'Anycasting을 활용한 시뮬레이션']}"
175,우리은행,서울4년,경영학과,2023년 상반기,신입,영업/제휴,3.6,"{'토익': 855, '토스': 'Level5'}",2.0,0.0,0.0,0.0,Q1.우리은행에 지원하게 된 동기와 입행 후 이루고 싶은 목표를 구체적으로 작성해 주세요보기,"{'기업성': ['우리나라를 대표하는 금융기관', '자본주의 경제사회에서 많은 역할 담당', '우리은행의 전문성 발휘'], '태도': ['고객 상담과 고객 관리 업무에 대한 보람', '고객에게 적절한 솔루션 제공', '기업 이미지 제고에 기여하고자 하는 의지', '자기 계발을 위한 자격증 취득과 MBA 수학 의지'], '핵심경험': ['회계 및 세무 분야의 역량 쌓기', '고객 만족을 위한 노력']}","Q2.지원한 직무와 관련하여 본인만의 경쟁력은 무엇이며, 이를 얻기 위해 노력했던 구체적인 사례를 작성해 주세요보기","{'기업성': ['회계 및 세무 분야에 대한 전문성', '세무사 자격시험 합격'], '태도': ['포기하지 않는 자세', '꾸준한 노력', '자신감', '성취감'], '핵심경험': ['2019년 세무사 시험 합격', '세무사 2차 시험 준비', '학원 강의 수강', '모의고사 참여', '하루 8시간 이상 공부', '회독수 증가']}"
176,우리은행,서울4년,영어영문학,2023년 상반기,신입,개발,3.92,"{'토익': 965, '오픽': 'IH'}",1.0,0.0,0.0,1.0,Q1.우리은행에 지원하게 된 동기와 입행 후 이루고 싶은 목표를 구체적으로 작성해 주세요보기,"{'기업성': ['WON 뱅킹의 슈퍼 앱으로의 발전 기여', '오랜 전통을 지닌 은행으로서의 혁신 주도', ""금융과 비금융 서비스 융합 플랫폼 '원비자플라자' 운영""], '태도': ['디지털 역량에 대한 갈망', '도전의식', '변화하는 시대에 발맞추려는 의지'], '핵심경험': ['금융업계에서의 디지털화 체험', '약 1년간의 IT 교육 이수', '디지털 서비스 기획 및 데이터 활용/분석 경험']}","Q2.지원한 직무와 관련하여 본인만의 경쟁력은 무엇이며, 이를 얻기 위해 노력했던 구체적인 사례를 작성해 주세요보기","{'기업성': ['금융업에 대한 이해', '사회에 대한 통찰력', '다양한 관점 습득', '금융 및 비금융 데이터 활용'], '태도': ['통찰력 키우기 위한 노력', '다양한 채널을 통한 정보 습득', '고객 만족을 위한 서비스 기획', '사회 트렌드 읽기'], '핵심경험': ['개인 블로그를 통한 인사이트 작성', 'KNN 알고리즘을 활용한 게임 추천 서비스 제작', '데이터 정형화 과정 경험', '정형화된 데이터 분석을 통한 정확성 향상']}"
177,우리은행,서울4년,공공인재학부,2023년 상반기,신입,기획/경영,4.07,"{'토익': 815, '토스': 'Level6'}",1.0,0.0,1.0,0.0,Q1.우리은행에 지원하게 된 동기와 입행 후 이루고 싶은 목표를 구체적으로 작성해 주세요.보기,"{'기업성': ['리스크 중시 영업 문화 정착', '건전성 주요 지표 안정적인 수준 유지', '자산 포트폴리오 최적화 유지', '지속적인 대손비용 감축', '우량자산 비중 증대'], '태도': ['리스크 관리의 필요성 인식', '최고의 리스크 관리자로 성장 의지', '민간 경제 활성화 기여 의지'], '핵심경험': ['거시경제학 수강', 'IS-LM, AD-AS 모형을 통한 거시경제 분석', '리먼 브라더스 사태와 미-중 무역 분쟁 분석']}","Q2.지원한 직무와 관련하여 본인만의 경쟁력은 무엇이며, 이를 얻기 위해 노력했던 구체적인 사례를 작성해 주세요.보기","{'기업성': ['리스크 관리 역량 강화', '재무건전성 강화 기여', '금융 서비스 제공'], '태도': ['업무에 대한 빠른 적응 노력', '자기주도적 학습 태도', '멘토와의 소통 및 질문'], '핵심경험': ['신용보증기금에서 기업 보증 연장, 갱신 업무 수행', '업무 매뉴얼 반복 숙지 및 재정리', '사내 업무 교육 영상 시청 및 메모', '멘토의 업무 수행 관찰', '법인등기부등본과 주주명부를 통한 피보증인 파악', '국세 완납 증명서 및 4대보험 완납 증명서 확인', '재무제표와 신용 정보 조회서 확인', '142건의 보증 및 갱신 업무 실수 없이 마침']}"
178,우리은행,서울4년,경영학부,2020년 상반기,신입,금융/재무,3.5,{'토스': 'Level6'},14.0,11.0,0.0,0.0,"Q1.우리은행 IB 부문에 지원한 동기는 무엇이며 입행 후, 해당 부문에서 어떻게 성장하고 싶은지 본인의 계획에 대하여 기술하여 주십시오.보기","{'기업성': ['금융의 혁신과 사회적 영향에 대한 고민', '우리은행의 전략적 변화 필요성', '펀드출자를 통한 차별적 역량 확보', '혁신성장금융 부문 지원 이유'], '태도': ['새로운 기회 영역 발굴 목표', 'Cross-Functional 과제 해결 의지', '고객 관점에서 공감대 형성', '고객문제 해결 방법론 학습 의지'], '핵심경험': ['쇼핑몰 상세페이지 탐독 및 상품 선정 작업', '신제품 및 서비스 리스트 1660개 보유', 'OO차 신사업기획팀 근무 및 EV 배터리 인프라 기획', 'OO군 농가 방문 및 시설증축 제안서 작성', '2천만원 상당의 실물투자 유치 경험']}","Q2.IB 관련 전문성을 높이기 위하여 현재까지 노력한 부분(관련 경력, 대외활동, 프로젝트 등)은 무엇이고, 그 과정에서 얻은 가장 큰 성과와 본인의 업적에 대하여 자세히 작성하여 주십시오.보기","{'기업성': ['업주들과의 업무 제휴 계약 체결을 위한 노력', '리워드형 펀딩 프로젝트 공모 수행', '업주 매출 극대화를 위한 영업 환경 제공 전략', '단기 및 장기 세부 과제 기획', '고객 중심 분석 및 창조적 혁신 추구'], '태도': ['거절에도 불구하고 포기하지 않는 끈기', '업주 관점에서의 서비스 개발 의지', '진정성을 중시하는 협업 태도', '작은 가능성을 큰 자산으로 여기는 가치관'], '핵심경험': ['중소기업벤처진흥공단 혁신창업지원으로 투자 자본 유치', '업주 영업 편의성을 높이는 앱 기능 추가', '업주와 동반 성장을 위한 포트폴리오 중계 서비스 제공', '5곳의 제휴 협약 체결 경험']}"
