기업명,직무명,담당업무,필요역량
현대자동차,개발,"플랫폼에서 네이티브 앱 개발, 비즈니스 로직 구현과 사용자 인터페이스 구성, 모듈화 개발 아키텍처 활용, 글로벌 서비스 앱 개발, 스토어 앱 출시 및 관리","4년 이상의 네이티브 앱 개발 경험, 다양한 디자인 패턴 이해 및 적용 경험, 다양한 네이티브 앱 인터랙션 개발 역량, 협업부서와 원만한 커뮤니케이션 가능, 해외여행 결격 사유 없음, 이공계 전공, 클린 아키텍처 구현 경험, 공통 라이브러리/인터페이스 설계 및 개발 경험, 개발 코드 이해 및 관련 지식 보유, 탁월한 의사소통 및 협업 역량"
현대자동차,데이터,"데이터 처리 로직 및 분석 모델 개발, 시계열 데이터 정제 및 표준화, 데이터 파싱, 통계 처리, 이상치 필터링, 분석 마트 개발, 통계/머신러닝 모델 개발, 모델 성능 개선, 모델 모니터링, 모델 적용 범위 확대","이공계열 전공, 3년 이상의 경력, 해외여행 결격 사유 없음, 응용통계/전자/기계 전공 우대, 시계열 데이터 처리 경험, 하둡 생태계 이해, 데이터 분석/처리 관련 특허 또는 논문 보유, 비즈니스 영어 구사 능력"
현대자동차,기획/경영,"서비스 디자인 업무, 모빌리티 서비스 디자인 및 개선 제안, 사용자 경험 연구, 디자인 표준화, 서비스 개발 전반적 과정 이해","5년 이상의 서비스 디자인 경력, 디자인 툴 사용 가능, 사용자 경험 문제 해결 능력, 모션/프로토타이핑 툴 능숙, 모빌리티 서비스 이해, 외국어 의사 소통 가능"
현대자동차,기획/경영,"글로벌 대고객 서비스의 공통 기능 요구사항 분석/도출, 기능 정의, 플랫폼 설계, 기획/운영, 유관 부서와 협업을 통한 플랫폼 기능 제시, 백오피스 설계 및 상세 화면 기획","4년 이상의 서비스/플랫폼 기획 경력, 최종 합격 후 지정 입사일에 입사 가능, 해외여행 결격 사유 없음, 비즈니스 수준의 영어 활용 능력, 서비스 플랫폼 및 클라우드 서비스 상품 기획/운영 경험, 다양한 대고객 서비스 기획 경험, 대규모 서비스 구축 및 운영 경험, 능동적 분석 및 처리 업무 수행 가능, 사용자 관점에서 서비스 상세 기획 리뷰 및 피드백 가능, 유관 부서와 협업할 수 있는 커뮤니케이션 스킬"
현대자동차,기획/경영,"그룹웨어 및 경영지원 시스템 구축 및 운영, 프로젝트 관리, 프로세스 혁신, 사용자 교육 및 시스템 유지보수","3년 이상의 시스템 구축/개선 프로젝트 관리 경력, 프로세스 혁신 경험, 시스템 개발 체계 및 아키텍처에 대한 지식, 비즈니스 영어 커뮤니케이션 능력, 관련 자격증 보유"
현대자동차,엔지니어링,"시스템 아키텍처 기획/설계/구축, 어플리케이션 기획 및 설계, 인프라 환경 설계 및 검증, 시스템 영향도 분석 및 아키텍처 반영, 신기술/신규 솔루션 발굴 및 검토, 최적의 솔루션 선정, 사용자 접근성 표준 정책 수립 및 구현","5년 이상의 시스템 아키텍처 관련 업무 경력, 아키텍처 설계/구축 경험, 비즈니스 영어 역량, 네트워크, 서버, 클라우드 등 인프라 관리 경험"
현대자동차,기획/경영,"프로젝트 계획 수립, 프로젝트 수행 및 진척도 관리, 프로젝트 이슈 및 리스크 관리 및 결과 분석","3년 이상의 시스템 구축/개선 프로젝트 관리 경험, 비즈니스 영어 역량, 일정 규모 이상의 프로젝트 수행 경험, 시스템 및 데이터에 대한 전반적인 지식, 영어 회화 능통, 관련 자격증 보유, 3년 이상의 시스템 구축 경력, 국내외 주요 컨설팅 업체에서 프로젝트 관리 경험"
현대자동차,디자인,"사내 방송의 영상 및 자막 제작, 영상 디자인, 이미지 디자인, 자막 및 영상 라이브 송출","2년 이상의 유관 부문 경력, Adobe 계열 프로그램 사용 가능, 디자인 계열 관련 학과 전공, 방송 영상 제작 경험, 인쇄물 디자인 경험, 장비 관리 가능"
현대자동차,전문직,"신입 분기 채용 및 경력 월간 채용 운영, 인턴/신입/경력 채용 프로세스 운영, 서류 전형 및 면접 전형 관리, 지원자 소통 및 현업 부서 협업, 면접 운영 및 면접장 관리, 신규 입사자 온보딩 지원, 채용 관련 행정 업무, 채용 홍보","1년 이상의 채용 업무 경험, 전문학사 이상 학위, MS Office 활용 및 문서 작성 능력, 비즈니스 영어 가능, 기업체 및 공공기관에서 채용 업무 경험, 행정/일반 사무 업무 경력"
현대자동차,의약,"시료 분석 등 분석실 운영 및 관련 보건 업무 진행, 현장 소음 및 유기화합물 측정, 결과 기록/평가/관리, 작업환경 측정 시료 분석, 분석 결과 평가 및 입력/관리, 기타 보건 관리 업무, 작업환경 측정 기관 평가 대응","1년 이상의 작업환경 측정 업무 경력, 산업위생관리(산업)기사 자격증, 산업보건학/화학/환경공학 전공, 화학 분석 관련 전공 강의 수강, 3년 이상의 작업환경 측정 업무 경력, 산업안전기사, 화학분석기사, 대기환경기사 자격증, 파워포인트 및 엑셀 활용 능력"
현대자동차,엔지니어링,"사내 자산 및 비품 관리, 시설/보안/차량/식당 운영 관리, 부동산 계약 및 관리, 복리후생 운영 관리, 제조설계서 작성 및 변경 관리, 제조도면 및 생산 일정 작성, 제조물품 품질 관리 및 개선, 고객 원가 계산 기준 및 대용량 관리, 와이어링 하네스 설계 업무 전반, 조립 순서 지정 및 교육, 원가 관리, 신규 부품/공법 사전 검증 및 양산 안정화, 신차 개발 단계별 구축 일정 관리, 신공장/신규라인 공정 설계, 와이어링 하네스 전원 분배 설계, 자량의 경로 설정 및 도면 작성, 조립/품질 점검","대졸 이상, 상경계열 또는 자동차/기계/산업공학계열 전공, 해당 업무 3~5년 경력, 엑셀 및 파워포인트 활용 능력 우수자, 도면 해석 가능자, 관련 자격증 소지자, 외국어 커뮤니케이션 능력 우수자, 공정 설계 경험자, 회로 설계 및 도면 작업 가능자"
현대자동차,금융/재무,"연말정산 및 퇴직자 정산 관련 직원 문의사항 응대, 각종 공제 내역 확인 보조, 퇴직자 퇴직정산 업무 보조","회계/세무 관련 학과 전공, 대학교 2~4학년 재학 중이거나 기 졸업, 연말정산 아르바이트 경험, 상경계열 전공자, '25년 2월 말까지 근무 가능"
현대자동차,기획/경영,"연말정산 및 퇴직자 정산 보조, 직원 문의사항 응대, 공제내역 확인 보조, 퇴직정산 업무 보조","관련 학과 전공, 대학교 2~4학년 재학 중 또는 기 졸업, 2025년 1월 6일 입사 가능, 2025년 2월 28일까지 근무 예정, 연말정산 아르바이트 경험, 상경계 전공자"
현대자동차,금융/재무,"연말정산 업무 보조, 퇴직자 퇴직정산 업무 보조, 사업장 물리보안 수준 진단 및 개선","회계/세무 관련 학과 전공, 대학교 2~4학년 재학 중이거나 기 졸업, 연말정산 아르바이트 경험, 세금 분야 이해, 상경계열 전공, '25년 2월 말까지 근무 가능"
현대자동차,개발,"클라우드 환경에서의 인프라 프로덕트 설계, 개발, 운영, 표준 운영 절차 수립 및 장애 분석, 성능 분석 및 최적화, 서비스 개발, 시스템 설계 및 개발, 기능 관련 요구사항 수집 및 분석, 신기술 도입 리서치 및 오픈소스 활용 검토","3년 이상의 백엔드/플랫폼 개발 경력, 클라우드 환경에서의 개발 및 운영 경험, 전체 시스템 개발 프로세스 경험, 테스트 코드 작성 및 배포 자동화 경험, IT 계열 전공, 클라우드 관련 자격증 보유, 3년 이상의 클라우드 컴퓨팅, 스토리지, 네트워크 관련 실무 경험, 오픈소스 기반 소프트웨어 개발 경험, 비동기 프로그래밍 등 고성능 어플리케이션 개발 역량"
현대자동차,전문직,"현대자동차 외국인 임원 및 전사/대외 배포 문서의 영문화, 보고서 및 회의자료 한영 번역 및 감수","통번역대학원 통번역학과 수료 또는 졸업, 해외여행 결격 사유 없음, 취업보호대상자 우대"
현대자동차,서비스/고객지원,"시설 관리 및 고장 수리 요청, 화재 예방 시스템 운영, 안전 관리, 연료 재고 및 실적 관리, 이용 직원 관리, 주유소 운영 및 안전 관리, 연료탱크 차량 현장 유도","위험물 안전관리 교육 이수 및 관련 자격증 보유, 운전면허 1종 보통 이상, 해외여행 결격 사유 없음, 취업 보호 대상자 우대"
현대자동차,전문직,"시험차 제작계획 수립 및 부품 입출 관리, 완성차 인계 업무, 도장바디 이재 작업 및 시험차 인계 준비 작업, 도장바디 로딩 및 청결 작업, 클리닝 작업 시 검차 시트 및 주행검사 시트 사본 투입, 인계차량 타이어 공기압 조정 및 방전차량 배터리 점프 작업","차량 운전면허 자격증 보유, 해외여행에 결격 사유가 없는 분, 수동변속기 차량 운전면허증 보유, 전동지게차 2톤 자격증 보유"
현대자동차,디자인,"사내방송의 영상 및 자막 제작, 영상 디자인, 이미지 디자인, 자막 및 영상 라이브 송출","2년 이상의 유관 부문 경력, 60066계열 9 사용 가능, 디자인 계열 관련 학과 전공, 방송 영상 제작 및 유튜브 관련 경험, 교안 및 포스터 등 인쇄물 디자인 경험"
현대자동차,전문직,"응급환자 이송 및 처치, 내원환자 접수 및 치료, 구급차 및 응급실 관리","1년 이상의 병원급 응급실 환자 구호 처치 경험, 응급구조사 1급 자격증, 1종 보통 운전면허증, 사설 응급구조단 근무 경력, 1종 대형 운전면허증"
현대자동차,전문직,"현대자동차 외국인 임원 지원, 한영 순차/동시통역, 한영 번역/감수","통번역 대학원 통번역학과 수료 또는 졸업, 해외여행 결격 사유 없음, 남성의 경우 병역 마침 또는 면제"
현대자동차,전문직,"현대자동차 외국인 임원 및 대외 배포 문서의 영문화, 보고서, 협조전 문서, 회의자료 등 한영 번역/감수","통번역 대학원에서 통번역학과 과정을 수료 또는 졸업, 해외여행에 결격 사유가 없는 분"
현대자동차,서비스/고객지원,"국내외 방문객 대상 울산공장 투어 진행, 개인 방문객 대상 울산공장 투어 운영 및 진행, 가족 초청 행사 등 의전 연계 각종 행사 기획 및 운영, 의전 시설물 및 비품/기념품 관리, 의전 시설 운영/개선 기획 업무 전반","전문학사 이상 학위 보유, 최종 합격 후 회사에서 지정한 날짜에 입사 가능, 해외 여행에 결격 사유가 없는 분, 비즈니스 영어 가능, 의전 동역 업무 경험 보유, 고객 응대 능력 및 고객 지향적 마인드 보유, 기타 외국어 활용 능력 우수"
현대자동차,연구개발,"글로벌 에너지 시장 및 산업 환경 변화 조사, 에너지 정책 분석, 에너지 산업 및 전력 정책 연구, 국제협력 분야 대응 현황 분석, 기후변화 정책 동향 분석, 정책 개발 및 대외 네트워킹","학사 이상, 5년 이상의 에너지 정책 및 산업 경력, 연구 보고서 작성 및 프레젠테이션 역량, 데이터 분석 및 연구 방법론 역량, 비즈니스 영어 회화 가능, 해외여행 결격 사유 없음, 제2외국어 구사 가능"
현대자동차,개발,"양산 전 차량 사이버 보안 품질 확보, 사이버 보안 규제 대응, 차량 사이버 보안 평가, 차량 개발 단계 사이버 보안 요건 평가, 양산 전 차량 연계 서비스 사이버 보안 점검 및 평가, 위협 모델링 기반 해킹 수행, 차량 보안 품질 프로세스 운영","학사 이상, 전공 관련 업무 3년 이상, 프로그래밍 언어 개발 경험, 시스템 해킹 및 보안 취약점 분석 경험, 차량 사이버 보안 인증 이해도, 해외 여행 결격 사유 없음, 정보 보안 관련 학위, 리버스 엔지니어링 능숙, 사이버 보안 대회 참여 경험, 자동차 품질 업무 경험, 시스템 취약점 발견/제보 경험"
현대자동차,기획/경영,"연구비 통합 관리 시스템 내 과제 관리, 사내 품의 검토, 회계 처리, 과제별 비용 등록 및 관리, 연구비 이체 실행, 정부과제 자금 실행, 비용 품의 검토, 협약 체결 및 연구 통장 발급, 세액 공제 자료 작성","2년 이상의 국책과제 행정 지원 업무 경험, 정부 연구비 통합 관리 시스템 활용 경험, 회계/세무 분야 이해도, 재무회계 이해도, 엑셀 등 사무 소프트웨어 사용 가능"
현대자동차,금융/재무,"연말정산 및 퇴직자 정산 관련 직원 문의사항 응대, 각종 공제내역 확인 보조, 퇴직자 퇴직정산 업무 보조","회계/세무 관련 학과 전공, 대학교 2~4학년 재학 중이거나 기 졸업, 연말정산 아르바이트 경험, 상경계열 전공자 및 금융 분야 이해"
현대자동차,금융/재무,"연말정산 및 퇴직자 정산 관련 업무, 직원 문의사항 처리","회계/세무 관련 학과 전공자, 대학교 2~4학년 재학 중이거나 기 졸업하신 분, 연말정산 아르바이트 경험, 상경계열 전공자, 세금 분야 이해 가능, 2025년 2월 말까지 근무 가능"
현대자동차,유통/무역,"연구소 내 물품 운송 대응, 연구개발 목적의 부품 이동 대응, 지게차/운송차를 이용한 소규모 운송 업무","운전면허 대형 1종 보유자, 지게차 운전기능사 보유자, 건설기계 관련 자격 보유자, 해당 업무 관련 경력자, 인근 거주자, 즉시 출근 가능자"
현대자동차,엔지니어링,"시험 차량 운영, 유지관리, 대여, 차량 주행 및 평가 준비, 정기 점검, 이상 차량 조치, 고장 차량 정비, 차량 크리닝, 제어기 업데이트, 소모품 점검 및 교체, 예약 스케줄 관리, 차량 입출고 관리, 주행 이력 관리, 장기 미운행 차량 성능 유지, 주차장 차량 정리","자동차 정비 기능사 이상, 엑셀 및 파워포인트 사용 가능, 해외여행 결격 사유 없음, 비즈니스 영어 독해 역량, 대형/상용 면허, 전기전자 기술 역량"
현대자동차,미디어/홍보,"오너스 매뉴얼 및 정비 지침서 영문 번역 및 감수, 매뉴얼 표준 문장 구축, 정비 절차 유형별 표준 문장 작성, 신규 시스템 및 코드별 영어 문장 번역","학사학위 이상, 영문 번역 업무 경험, 매뉴얼 및 공문서 영문 작성 가능, 2024년 12월 중 입사 가능, 시간 선택제 근무 가능, 해외여행 결격 사유 없음"
현대자동차,"기술개발: 연구개발
2. 글로벌사업: 기획/경영
3. 홍보/마케팅: 마케팅/시장조사
4. 신사업: 기획/경영
5. 브랜드디자인: 디자인","달 탐사 모빌리티 개발 자율주행 담당, 달 탐사 모빌리티 개발 플랫폼 설계, 달 탐사 모빌리티 개발 열제어계 담당, 상용차 해외판매 운영, 글로벌 광고 캠페인 기획/운영, 글로벌 수소 사업, 건축/인테리어 및 전시 디자인",자격조건 및 우대사항에 대한 정보는 제공되지 않았습니다.
현대자동차,"기술개발: 연구개발  
2. 글로벌사업: 기획/경영  
3. 홍보/마케팅: 마케팅/시장조사  
4. 신사업: 기획/경영  
5. 브랜드디자인: 디자인  ","달 탐사 모빌리티 개발 자율주행 담당, 달 탐사 모빌리티 개발 플랫폼 설계, 달 탐사 모빌리티 개발 열제어계 담당, 상용차 해외판매 운영, 글로벌 광고 캠페인 기획/운영, 글로벌 수소 사업, 건축/인테리어 및 전시 디자인",경력
현대자동차,"기술개발: 연구개발  
2. 글로벌사업: 기획/경영  
3. 홍보/마케팅: 마케팅/시장조사  
4. 신사업: 기획/경영  
5. 브랜드디자인: 디자인  ","달 탐사 모빌리티 개발 자율주행 담당, 달 탐사 모빌리티 개발 플랫폼 설계, 달 탐사 모빌리티 개발 열제어계 담당, 상용차 해외판매 운영, 글로벌 광고 캠페인 기획/운영, 글로벌 수소 사업, 건축/인테리어 및 전시 디자인",경력
현대자동차,"술개발: 연구개발
- 글로벌사업: 기획/경영
- 홍보/마케팅: 마케팅/시장조사
- 신사업: 기획/경영
- 브랜드디자인: 디자인","달 탐사 모빌리티 개발 자율주행 담당, 달 탐사 모빌리티 개발 플랫폼 설계, 달 탐사 모빌리티 개발 열제어계 담당, 상용차 해외판매 운영, 글로벌 광고 캠페인 기획/운영, 글로벌 수소 사업, 건축/인테리어 및 전시 디자인",경력
현대자동차,"터 분석: 데이터
2. 재무회계: 금융/재무
3. 설계 및 구축: 엔지니어링
4. 데이터 분석 시스템: 데이터
5. 차량 사이버 보안 품질: 개발","데이터 분석, 재무회계, 설계 및 구축, 데이터 분석 시스템, 차량 사이버 보안 품질","관련 분야 경력 보유, 데이터 분석 및 관련 기술에 대한 이해, 팀워크 및 커뮤니케이션 능력, 관련 자격증 보유, 대규모 데이터 처리 경험, 프로그래밍 언어 (Python, R 등) 능숙"
현대자동차," 금융/재무
- 인사관리: 인사/총무
- 총무기획: 기획/경영
- 안전환경: 생산관리/품질관리
- 법무: 법률/법무 

따라서, 각 직무명에 대한 분류는 다음과 같습니다:

- 재경: 금융/재무
- 인사관리: 인사/총무
- 총무기획: 기획/경영
- 안전환경: 생산관리/품질관리
- 법무: 법률/법무","원가분석 및 수익성 개선, 원가회계, 인사관리, 총무기획, 위험물 안전관리, 가스 안전관리, 법무, 국내법무","각 직무별 관련 경력 및 전문 지식 필요, 관련 자격증 소지자, 영어 능통자, 팀워크 및 커뮤니케이션 능력 우수자"
현대자동차,기획/경영,"지정학적 리스크 분석, 에너지 정책 연구, 인도 연구, 제네시스 경영기획, 데이터 사업 전략 수립 / 제휴 사업 개발, 스타트업 투자 및 펀드 운영, 신사업 전략 수립, 글로벌 마케팅 기획 및 운영, 플랫폼 기획 및 고도화, 제네시스 글로벌 자동차 기술교육 운영, 글로벌 디지털 커뮤니케이션/소셜 미디어 콘텐츠 기획 및 운영, 글로벌 아트 파트너십 기획 및 커뮤니케이션, 수소 마켓 인사이트 분석","경력직, 관련 분야 경험"
현대자동차,"발: 연구개발
- 생산/제조: 생산/제조
- 사업/기획: 기획/경영
- 경영지원: 기획/경영","상용차 충전/변환 시스템 품질 관리 및 보증, 상용차 전동화 부품/제어기 품질 관리 및 보증, 상용차 수소연료전지 시스템 품질 관리 및 보증, 상용차 인포테인먼트 품질 관리 및 보증, 글로벌 관세/통상, 생산공장 공조 유동해석, 배터리셀 조립공정 생산기술 개발",경력
현대자동차,연구개발,"전동화 차량 충전 성능 시험 개발, 신사업/신기술 개발, 연료전지 시스템 제어 개발, 로보틱스 솔루션 개발, 친환경차 배터리 시스템 차량 성능 개발, 상용차 제동 시스템 개발, 모빌리티 부식 열하 연구 및 열하 예측 기술 개발, 차량용 전력 반도체/파워 모듈 응용 설계 및 신뢰성 평가, 자동차 전자 기기 회로 디자인 리뷰",경력
현대자동차,기획/경영,,
현대자동차,기획/경영,"현대자동차 강남권 오피스 사무환경 지원 및 관리, 사무가구/비품 유지보수 및 설치, 주요 행사 집기/비품 지원 및 외부업체 관리, 임직원 행사 지원","관련 학위 보유자, 병역 필 또는 면제자, 가구/인테리어 등 현장 지원 및 관리 업무 수행 경력 보유자, 가구 설치 및 인테리어 현장 직무 수행 경력 보유자, 오피스 및 관련 소프트웨어 사용 경험 보유자"
현대자동차,서비스/고객지원,"신청 필요 서류 사전 심사, 서류 보완 요청 (온라인/유선), 지자체 원본 서류 우편 발송, 기타 보조금 신청 지원 업무","145 01068 활용 가능, 채용 즉시 근무 시작 가능, 화기 근무 정보에 따라 근무 가능, 사무보조 업무 경험, 커뮤니케이션 역량과 고객 최우선 마인드, 세심하게 업무를 챙기시는 분"
현대자동차,기획/경영,"글로벌 광고 캠페인 기획 및 운영, 브랜드 콘텐츠 캠페인 기획, 파트너십 캠페인 기획, 캠페인 운영, 해외 법인 마케팅 조직과의 커뮤니케이션, 글로벌 파트너사 관리","학사 이상, 10년 이상의 광고 또는 마케팅 경험, 5년 이상의 글로벌 캠페인 운영 경험, 글로벌 커뮤니케이션 및 협업 역량, 비즈니스 영어 커뮤니케이션 역량, 해외여행 결격 사유 없음, 경영학 또는 광고홍보학 전공 우대, 해외 미디어 협업 경험 우대, 광고제 입상 경험 우대, 글로벌 브랜드 캠페인 기획 및 운영 경험 우대"
현대자동차,법률/법무,"인증시험 수행을 위한 인증 시험 차량의 연료 교환 및 관리, 시험 차량 개발 목적에 부합하는 연료 주유 및 희수, 시험 연료 주입 시 저장고 급유, 시험 연료 보관 및 관리 지원, 위험물 취급 안전수칙 숙지 및 유지 관리, 일일 유류 저장고 점검 및 특이사항 확인","운전면허 1종 보통 이상의 자격증 보유자, 해외 여행에 결격 사유가 없는 분, 차량 정비 기능사 이상의 자격증 보유자, 3톤 미만 지게차 운전면허증 보유자, 오피스 프로그램 문서 작성 가능자, 차량의 연료 계통에 대한 구조 및 원리 이해자"
현대자동차,기획/경영,"자율주행 사업 개발 전략적 제휴 및 로보택시 상품 기획, 자율주행 사업 모델 개발 및 전략 기획, 예산 및 수익성 관리, 자율주행 기업과의 파트너십 체결 및 관리, 파트너사와 협업 영역 구체화, 계약서 협상, 프로젝트 운영, 로보택시 상품 기획","학사 이상의 학위, 12년 이상의 자율주행 사업 개발 및 전략 관련 직무 경험, 비즈니스 영어 회화 가능, 해외여행 결격 사유 없음, 자율주행 기술 개발 직무 경험 및 기술 관련 지식, 대내외 네트워킹 및 커뮤니케이션 역량"
현대자동차,"ㅇ 디자이너 : 디자인  
계약직 매니저 : 기획/경영  ","사내방송 및 사내교육 콘텐츠 자막 디자인, 영상 디자인, 타이틀 및 프로그램 패키지 디자인, 합성작업, 인포그래픽, 후반 편집, 인쇄물 디자인, 이벤트 및 포스터 디자인, 카드뉴스 디자인, 지면 디자인, 자막 및 영상 라이브 송출","유관부문 경력 2년 이상, 40066계열 5 사용 가능, 영상 포트폴리오 제출 필수, 관련 학과 전공, 방송 콘텐츠 제작 경험, 인쇄물 디자인 경험, 카메라 및 비디오/음향 시스템 이해"
현대자동차,엔지니어링,"하이테크 진단 및 정비, 차량 수리 및 서비스 작업 수행, 차량 진단 및 고장 데이터 분석, 난해/고난도 정비 솔루션 도출, 기술 교육 및 지원, 블루핸즈 기술 지원, 신차/신기술 사내/외 전파 기술 교육, 품질 이슈 대응, 연구소/품질 부문 합동 조사 지원","학사 학위 취득 또는 2025년 2월 졸업 예정, 진단/정비 관련 우수 역량 보유자는 학위 무관 지원 가능, 2025년 2월 3주 간 기술 교육 참여 가능, 해외여행 결격 사유 없음, 전기/전자/컴퓨터공학/융합공학 전공 학위, 2022년 11월 22일부터 2024년 11월 22일 사이 영어회화 성적 56 이상, 우대 전공 계열 관련 경험이나 자격증 보유자"
현대자동차,기획/경영,"업무, 협업, 소통 공간 기획, 오피스 개선 및 신규 운영 전략 수립, 신규 공용 공간 기획, 공용 공간 개선 및 운영 전략 수립, 임직원 지원 신규 아이템 검토, 신규 임직원 서비스 아이템 검토, 임원 공간 기획, 임원 공간 개선","학사 이상의 학위, 영어 커뮤니케이션 능력, 해외여행 결격 사유 없음, 실내 건축 관련 전공 학위, 유관 부문 경력 8년 이상, 리테일 공간 기획 및 운영 경험, 건축 관련 소프트웨어 활용 능력"
현대자동차,연구개발,"연구개발 인사 전략 및 기획, 자동차 시스템 강의","학사 이상의 학위, 관련 직무 경력 3년 이상, 비즈니스 영어 회화 가능, 해외여행 결격 사유 없음, 대기업/외국계 인사 경험, 컨설팅펌 제도 기획 경험, 자동차공학/전기/전자/기계공학 전공, 자동차 전기/전자/제어 분야 근무 경력, 자동차 관련 자격증 보유"
현대자동차,금융/재무,"회계결산 및 공시, 재무제표 분석과 회계 이슈 대응, 별도 재무제표 작성, 분기별 외부감사 대응, 신규 거래 및 신규 사업 회계처리 검토, 계정명세 및 장기 미결 등 계정 관리","주요 기업의 별도 결산 업무 2년 이상, 해외여행 결격 사유 없음, 재경관리사 및 관리사 자격증 보유, SAP 모듈 사용 가능, 비즈니스 영어 가능"
현대자동차,디자인,"디자인 개발 단계 프로젝트 컬러 컨셉 제안, 컬러 컴비네이션 자료 배포, 글로벌 트렌드 조사 및 분석, 색상 및 재질 연구, 컨셉카 및 양산차 개발, 내/외장 컬러 운영 계획 결정, 양산용 마스터칩 개발, 해외 디자인 센터와 협업","학사 이상, 자동차 관련 5년 이상 경력, 모빌리티 기술 및 디자인 트렌드 이해, 원활한 커뮤니케이션 역량, 일상 대화 수준 이상의 영어 구사, 다양한 소재 전문 지식, 디자인 리서치 및 컨셉 제안 능숙, 다양한 디자인 툴 활용 가능, 중급 수준의 영어 구사, 자동차 개발 초기 단계부터 양산까지 경험"
현대자동차,디자인,"디자인 모델 시각화, 고품질 디지털 콘텐츠 제작, 디지털 평가 방법 개발 및 운영, 고품질 이미지 렌더링, 차량별 실시간 시각화 모델 제작","학사 이상, 3년 이상의 디지털 시각화 경력, 언리얼 엔진 사용 가능, 해외여행 결격 사유 없음, 산업 디자인/시각 디자인/게임 애니메이션/미디어 아트 전공자, 언리얼 엔진 환경 제작 경험, 비주얼 디렉팅 및 프로그래밍 가능, 영상 편집 툴 사용 가능, 비즈니스 영어 회화 가능"
현대자동차,디자인,"프로젝트 계획 및 정의, 자원 관리, 팀 관리, 일정 관리, 품질 관리, 의사소통, 리스크 관리, 평가 및 리뷰, 커뮤니케이션 통합, 글로벌 리소스 운영 최적화","학사 이상의 학위, 5년 이상의 자동차 내/외장 디자인 실무 및 양산 경력, 해외여행 결격 사유 없음, 산업 디자인 및 자동차 디자인 유관 학과 졸업자, 비즈니스 영어 활용 가능자, 자동차 내/외장 디자이너 중 양산 경험 보유자"
현대자동차,데이터,"모빌리티 데이터 처리 및 품질 개선, 교통 데이터 분석, 사용자 데이터 학습 및 추천 서비스 제공, 비즈니스 문제 해결 및 의사결정 지원","학사 이상, 3년 이상의 관련 직무 경력, 데이터 분석 시스템 개발 경험, 데이터 마이닝 또는 머신러닝 경험, 사용자 데이터 기반 알고리즘 개발 경험, 실시간 대규모 데이터 분석 및 처리 경험, 하나 이상의 개발 언어 능숙, 실서비스 데이터 분석 경험, 딥러닝 프레임워크 이해, 최신 기술 및 알고리즘 구현 역량"
현대자동차,개발,고성능 차량의 제동 시스템 개발 및 검증 평가 업무,"학사 이상의 학위, 3년 이상의 제동 시스템 개발 경력, 제동 시스템 성능 검토 경험, 회생 제동 경험, 비즈니스 영어 회화 능통, 트랙 주행 라이센스 보유, 데이터 취득 및 분석 역량"
현대자동차,개발,"전동화 시스템 성능 개발, 가솔린 및 승용 디젤 엔진 성능 최적화, 품질 향상 및 양산 제품 개발 지원, 필드 문제 개선, 신차종 개발 지원, 엔진 및 차량 평가, 연비 및 성능 평가, 캘리브레이션 및 시험, 품질 문제 접수 및 개선안 도출, 고장 예측 모델 개발","학사 이상, 기계공학/자동차공학 전공, 3년 이상 관련 경력, 제어 및 캘리브레이션 실무 가능, 데이터 분석 툴 활용 가능, 해외여행 결격 사유 없음; 석사 이상 학위, 빅데이터 통계 분석 역량"
현대자동차,엔지니어링,"배터리 시스템 모듈/팩 설계, 배터리 시스템 패키지 레이아웃 및 기구물 구조 설계, 집적도 극대화 및 고성능 전기자 설계, 시스템 인테그레이션 설계, 시스템 구조 해석 및 검증, 최적 경량화 설계, 시스템 신뢰성 및 강건성 요구사양 개발, 시스템 안전/신뢰성 설계, 시스템 열관리 설계, 시스템 냉각/승온 성능 개선 선행 기술 개발","3년 이상의 배터리 시스템 설계 경험, 해외여행에 결격 사유가 없는 분, 신뢰성 공학 연구 경험, 구조 설계/기구물/고전압 전장품 설계 및 해석 경험, 고전압 안전 설계/절연 설계/구조 강건 설계 경험, 기구물 진동/충격 내구성능 해석 경험, 열관리 시스템 설계/해석 경험, 열-전기 연성 해석 경험, 열유동 해석 경험"
현대자동차,개발,"디지털 플랫폼 구축, 데이터 통합 관리, 모델 및 솔루션 운영, AI 활용 업무 지능화","전산, 컴퓨터, 산업공학 전공 학위, 3년 이상의 기계용 시스템 설계 및 구축 경력, 중급 이상의 프로그래밍 언어 활용 능력, 비즈니스 영어 작문 및 회화 가능, 회사 재직 경험, 엔지니어 경력 또는 프로젝트 경험, 클라우드 관련 자격증, 시 서비스 개발 경험"
현대자동차,개발,"자율주행/모빌리티 주행 데이터 수집, 저장 및 통합 관리, 주행 데이터 통합 관리 서버 기획 및 개발, 데이터 파이프라인 및 전처리 로직 개발, 웹 어플리케이션 개발 및 운영, 데이터 레이크하우스 기반 아키텍처 서버 개발, 데이터 수집 단말 활용 어플리케이션 개발, 데이터 전처리 및 분석 솔루션 통합","빅데이터 분석, 컴퓨터공학, 소프트웨어 관련 분야 학사 이상, 3년 이상의 빅데이터 플랫폼 및 분석 파이프라인 기획 및 개발 경력, 비즈니스 영어 회화 가능, 빅데이터 분산/병렬 처리 구조 및 파이프라인 개발 경험, 데이터 엔지니어링 및 분석 관련 오픈소스 활용 경험"
